idx,Date,Time,Temp,pH,DO,EC,,,
424,11/9/2023,5:03:44,24.1,7.9,11.506,1828,,,
425,11/9/2023,4:48:44,24.25,7.9,11.467,1837,,,
426,11/9/2023,4:43:44,24.07,7.88,11.198,1837,,,
427,11/9/2023,4:33:44,24.34,7.89,11.335,1837,,,
428,11/9/2023,4:28:44,24.23,7.88,11.489,1820,,,
429,11/9/2023,4:23:44,24.41,7.9,10.883,1837,,,
430,11/9/2023,4:18:44,24.19,7.89,11.175,1837,,,
431,11/9/2023,4:13:44,24.31,7.9,11.671,1837,,,
432,11/9/2023,4:08:44,24.33,7.87,11.802,1829,,,
433,11/9/2023,4:03:44,24.29,7.88,11.576,1837,,,
434,11/9/2023,3:58:44,24.62,7.88,11.226,1829,,,
435,11/9/2023,3:53:44,24.08,7.87,11.839,1829,,,
436,11/9/2023,3:48:44,24.38,7.89,11.087,1837,,,
437,11/9/2023,3:43:44,24.28,7.88,11.795,1829,,,
438,11/9/2023,3:38:44,24.25,7.89,11.168,1829,,,
439,11/9/2023,3:33:44,24.31,7.89,11.598,1837,,,
440,11/9/2023,3:28:44,24.65,7.87,11.925,1837,,,
441,11/9/2023,3:23:44,24.38,7.9,11.941,1837,,,
442,11/9/2023,3:18:44,24.34,7.9,10.948,1837,,,
443,11/9/2023,3:13:44,24.22,7.88,10.7,1837,,,
444,11/9/2023,3:08:44,24.27,7.9,11.562,1837,,,
445,11/9/2023,3:03:44,24.23,7.88,11.233,1829,,,
446,11/9/2023,2:58:44,24.35,7.89,11.153,1837,,,
447,11/9/2023,2:53:44,24.31,7.93,11.211,1837,,,
448,11/9/2023,2:48:44,24.21,7.89,11.649,1829,,,
449,11/9/2023,2:43:44,24.38,7.89,11.78,1829,,,
450,11/9/2023,2:38:44,24.26,7.87,11.153,1837,,,
451,11/9/2023,2:33:44,24.28,7.89,11.357,1837,,,
452,11/9/2023,2:28:44,24.64,7.9,11.582,1837,,,
453,11/9/2023,2:23:44,24.39,7.87,11.437,1837,,,
454,11/9/2023,2:18:44,24.3,7.89,10.978,1837,,,
455,11/9/2023,2:13:44,24.32,7.89,10.299,1829,,,
456,11/9/2023,2:08:44,24.47,7.9,11.168,1829,,,
457,11/9/2023,2:03:44,24.7,7.87,11.298,1837,,,
458,11/9/2023,1:58:44,24.64,7.9,11.05,1829,,,
459,11/9/2023,1:53:44,24.31,7.92,11.284,1837,,,
460,11/9/2023,1:48:44,24.55,7.9,11.772,1837,,,
461,11/9/2023,1:43:44,24.51,7.91,11.408,1837,,,
462,11/9/2023,1:38:44,24.3,7.9,11.226,1837,,,
463,11/9/2023,1:33:44,24.57,7.9,11.298,1829,,,
464,11/9/2023,1:28:44,24.57,7.9,9.883,1837,,,
465,11/9/2023,1:23:44,24.46,7.89,11.072,1837,,,
466,11/9/2023,1:18:44,24.56,7.89,11.626,1837,,,
467,11/9/2023,1:13:44,24.46,7.89,11.153,1837,,,
468,11/9/2023,1:08:44,24.52,7.89,11.991,1829,,,
469,11/9/2023,0:58:44,24.57,7.9,11.78,1837,,,
470,11/9/2023,0:53:44,24.51,7.89,10.014,1837,,,
471,11/9/2023,0:48:44,24.58,7.88,10.765,1837,,,
472,11/9/2023,0:43:44,24.6,7.89,9.802,1846,,,
473,11/9/2023,0:38:44,24.49,7.87,11.262,1837,,,
474,11/9/2023,0:33:44,24.58,7.9,11.006,1829,,,
475,11/9/2023,0:28:44,24.6,7.89,11.787,1837,,,
476,11/9/2023,0:23:44,24.62,7.87,11.787,1846,,,
477,11/9/2023,0:18:44,24.55,7.88,11.482,1837,,,
478,11/9/2023,0:13:44,24.66,7.86,11.779,1829,,,
479,11/9/2023,0:08:44,24.77,7.9,10.852,1837,,,
480,11/9/2023,0:03:44,24.45,7.87,11.349,1837,,,
481,10/9/2023,23:58:44,24.66,7.91,9.875,1837,,,
482,10/9/2023,23:53:44,24.68,7.88,11.137,1829,,,
483,10/9/2023,23:48:44,24.61,7.87,10.948,1846,,,
484,10/9/2023,23:38:44,24.69,7.91,10.685,1846,,,
485,10/9/2023,23:33:44,24.6,7.9,11.262,1837,,,
486,10/9/2023,23:28:44,24.54,7.9,11.305,1837,,,
487,10/9/2023,23:23:44,24.92,7.91,11.042,1829,,,
488,10/9/2023,23:18:44,24.82,7.91,11.087,1837,,,
489,10/9/2023,23:13:44,24.81,7.93,11.232,1846,,,
490,10/9/2023,23:03:44,24.57,7.77,7.49,1754,,,
491,10/9/2023,22:58:44,24.71,7.78,8.504,1754,,,
492,10/9/2023,22:53:44,24.75,7.82,9.474,1754,,,
493,10/9/2023,22:48:44,24.73,7.82,9.459,1762,,,
494,10/9/2023,22:43:44,24.71,7.82,9.306,1754,,,
495,10/9/2023,22:38:44,24.92,7.81,9.371,1746,,,
496,10/9/2023,22:33:44,24.75,7.89,9.313,1746,,,
497,10/9/2023,22:28:44,24.82,7.97,12.092,1738,,,
498,10/9/2023,22:23:44,24.84,7.97,11.078,1746,,,
499,10/9/2023,22:18:44,24.9,7.96,11.625,1746,,,
500,10/9/2023,22:13:44,24.76,7.97,11.13,1753,,,
501,10/9/2023,22:08:44,24.75,7.94,11.567,1738,,,
502,10/9/2023,22:03:44,24.79,7.95,11.575,1753,,,
503,10/9/2023,21:58:44,24.79,7.96,11.553,1738,,,
504,10/9/2023,21:53:44,25.19,7.97,11.551,1753,,,
505,10/9/2023,21:48:44,24.86,7.99,11.596,1745,,,
506,10/9/2023,21:43:44,25.01,7.98,11.377,1746,,,
507,10/9/2023,21:38:44,24.83,8.03,11.37,1738,,,
508,10/9/2023,21:33:44,24.77,7.98,11.312,1754,,,
509,10/9/2023,21:28:44,24.97,8.02,11.8,1738,,,
510,10/9/2023,21:18:44,24.82,8.03,11.006,1738,,,
511,10/9/2023,21:08:44,24.82,8.04,10.568,1738,,,
512,10/9/2023,21:03:44,24.86,8.03,11.437,1746,,,
513,10/9/2023,20:58:44,25.17,8.03,11.384,1746,,,
514,10/9/2023,20:53:44,24.91,8.04,11.698,1746,,,
515,10/9/2023,20:48:44,24.66,8.02,11.56,1738,,,
516,10/9/2023,20:43:44,25,8.07,10.888,1746,,,
517,10/9/2023,20:38:44,24.9,8.09,10.699,1746,,,
518,10/9/2023,20:33:44,24.89,8.05,11.297,1738,,,
519,10/9/2023,20:28:44,24.96,8.08,11.049,1738,,,
520,10/9/2023,20:23:44,25.19,8.08,10.559,1738,,,
521,10/9/2023,20:18:44,25.01,8.07,10.648,1738,,,
522,10/9/2023,20:08:44,25.22,8.1,10.771,1738,,,
523,10/9/2023,20:03:44,25.06,8.08,10.947,1746,,,
524,10/9/2023,19:58:44,25.08,8.04,10.261,1746,,,
525,10/9/2023,19:53:44,24.97,7.9,7.336,1746,,,
526,10/9/2023,19:38:44,24.89,7.9,8.32,1754,,,
527,10/9/2023,19:33:44,25.65,7.9,8.639,1754,,,
528,10/9/2023,19:28:44,25.14,7.94,8.86,1746,,,
529,10/9/2023,19:23:44,24.93,7.95,8.547,1746,,,
530,10/9/2023,19:18:44,24.65,7.99,10.131,1746,,,
531,10/9/2023,19:13:44,24.84,7.95,9.37,1746,,,
532,10/9/2023,19:08:44,25.09,8.02,9.218,1746,,,
533,10/9/2023,19:03:44,24.98,7.97,8.882,1754,,,
534,10/9/2023,18:58:44,25.3,7.97,8.634,1754,,,
535,10/9/2023,18:53:44,24.95,7.97,8.759,1754,,,
536,10/9/2023,18:48:44,24.91,8.06,9.298,1754,,,
537,10/9/2023,18:43:44,25.08,8.04,10.253,1754,,,
538,10/9/2023,18:33:44,24.99,8.04,10.297,1754,,,
539,10/9/2023,18:28:44,24.93,8.08,9.787,1754,,,
540,10/9/2023,18:23:44,24.96,8.03,9.962,1754,,,
541,10/9/2023,18:18:44,25.14,8.05,9.757,1762,,,
542,10/9/2023,18:13:44,25,8.11,10.305,1754,,,
543,10/9/2023,18:08:44,24.85,8.08,11.071,1754,,,
544,10/9/2023,18:03:44,24.79,8.1,10.707,1754,,,
545,10/9/2023,17:58:44,24.79,8.17,10.327,1762,,,
546,10/9/2023,17:53:44,24.37,8.14,10.555,1754,,,
547,10/9/2023,17:48:44,25.03,8.19,10.472,1754,,,
548,10/9/2023,17:43:44,24.89,8.17,10.83,1753,,,
549,10/9/2023,17:33:44,24.95,8.42,13.274,1746,,,
550,10/9/2023,17:28:44,25.04,8.38,9.772,1746,,,
551,10/9/2023,17:18:44,25.11,8.32,12.938,1738,,,
552,10/9/2023,17:08:44,25.05,8.31,13.033,1738,,,
553,10/9/2023,17:03:44,25.1,8.38,12.084,1738,,,
554,10/9/2023,16:54:56,25.25,8.32,14.957,1643,,,
555,10/9/2023,14:41:14,25.63,8.64,13.388,1618,,,
556,10/9/2023,14:36:14,25.26,8.6,13.508,1626,,,
557,10/9/2023,14:31:14,25.19,8.6,12.507,1626,,,
558,10/9/2023,14:26:14,25.1,8.61,13.339,1626,,,
559,10/9/2023,14:21:14,25.23,8.66,13.214,1618,,,
560,10/9/2023,14:16:14,25.08,8.66,13.631,1626,,,
561,10/9/2023,14:11:14,25.1,8.67,14.039,1626,,,
562,10/9/2023,14:06:14,25.11,8.62,13.893,1626,,,
563,10/9/2023,14:01:14,25.26,8.72,13.703,1626,,,
564,10/9/2023,13:56:14,25.13,8.64,14.119,1626,,,
565,10/9/2023,13:51:14,25.06,8.67,13.118,1626,,,
566,10/9/2023,13:46:14,25.34,8.65,14.33,1626,,,
567,10/9/2023,13:41:14,25.29,8.66,13.783,1626,,,
568,10/9/2023,13:36:14,25.12,8.61,14.032,1626,,,
569,10/9/2023,13:31:14,25.11,8.67,14.105,1626,,,
570,10/9/2023,13:26:14,25.31,8.72,13.778,1626,,,
571,10/9/2023,13:21:14,25.24,8.72,14.709,1626,,,
572,10/9/2023,13:16:14,25.21,8.71,13.718,1626,,,
573,10/9/2023,13:11:14,24.93,8.66,14.564,1626,,,
574,10/9/2023,13:06:14,25.13,8.72,13.434,1626,,,
575,10/9/2023,13:01:14,25.14,8.71,14.659,1626,,,
576,10/9/2023,12:56:14,25.1,8.71,14.55,1626,,,
577,10/9/2023,12:51:14,25.24,8.69,13.922,1626,,,
578,10/9/2023,12:46:15,25.36,8.67,12.857,1626,,,
579,10/9/2023,12:41:14,25.13,8.7,15.337,1626,,,
580,10/9/2023,12:36:14,25.24,8.7,14.141,1626,,,
581,10/9/2023,12:31:14,25.16,8.67,13.878,1626,,,
582,10/9/2023,12:26:14,25.17,8.67,13.878,1626,,,
583,10/9/2023,12:21:14,25.16,8.69,15.002,1626,,,
584,10/9/2023,12:16:15,25.05,8.7,14.226,1626,,,
585,10/9/2023,12:11:14,25.32,8.64,14.855,1626,,,
586,10/9/2023,12:06:14,25.16,8.66,15.002,1626,,,
587,10/9/2023,12:01:14,25.2,8.68,14.309,1626,,,
588,10/9/2023,11:56:14,25.06,8.67,15.068,1626,,,
589,10/9/2023,11:51:14,25.14,8.61,14.272,1626,,,
590,10/9/2023,11:46:14,25.01,8.68,14.55,1626,,,
591,10/9/2023,11:41:14,25.11,8.6,14.382,1626,,,
592,10/9/2023,11:36:14,24.89,8.65,14.601,1626,,,
593,10/9/2023,11:31:14,25.07,8.61,14.178,1626,,,
594,10/9/2023,11:26:14,24.98,8.59,14.768,1626,,,
595,10/9/2023,11:21:14,25.06,8.61,15.389,1626,,,
596,10/9/2023,11:16:14,25.1,8.59,15.381,1618,,,
597,10/9/2023,11:11:14,25.03,8.64,15.454,1618,,,
598,10/9/2023,11:06:14,25.1,8.58,14.688,1618,,,
599,10/9/2023,11:01:14,25.14,8.58,15.133,1618,,,
600,10/9/2023,10:56:14,24.94,8.51,14.9,1618,,,
601,10/9/2023,10:51:14,24.97,8.53,14.9,1618,,,
602,10/9/2023,10:46:14,24.99,8.51,14.769,1618,,,
603,10/9/2023,10:41:14,25.12,8.53,15.053,1618,,,
604,10/9/2023,10:36:14,25.08,8.5,14.426,1618,,,
605,10/9/2023,10:31:14,24.86,8.49,14.901,1618,,,
606,10/9/2023,10:26:14,24.94,8.46,14.871,1618,,,
607,10/9/2023,10:21:14,25.1,8.46,14.915,1618,,,
608,10/9/2023,10:16:14,25.1,8.44,14.841,1618,,,
609,10/9/2023,10:06:14,24.91,8.38,14.171,1618,,,
610,10/9/2023,10:01:14,24.94,8.44,14.878,1610,,,
611,10/9/2023,9:56:14,24.88,8.36,14.733,1618,,,
612,10/9/2023,9:51:14,24.94,8.3,14.149,1610,,,
613,10/9/2023,9:41:14,24.91,8.29,14.364,1610,,,
614,10/9/2023,9:36:14,24.95,8.28,13.478,1610,,,
615,10/9/2023,9:31:14,24.89,8.23,13.777,1610,,,
616,10/9/2023,9:26:14,24.84,8.24,13.617,1610,,,
617,10/9/2023,9:21:14,24.76,8.22,13.967,1610,,,
618,10/9/2023,9:16:14,24.84,8.19,13.872,1610,,,
619,10/9/2023,9:11:14,24.71,8.13,13.902,1610,,,
620,10/9/2023,8:56:15,24.76,8.11,13.904,1610,,,
621,10/9/2023,8:51:14,24.75,8.11,13.807,1610,,,
622,10/9/2023,8:46:14,24.75,8.01,12.195,1602,,,
623,10/9/2023,8:41:14,24.8,8.06,12.851,1602,,,
624,10/9/2023,8:36:14,24.33,8.02,12.269,1602,,,
625,10/9/2023,8:31:14,24.84,7.98,12.654,1602,,,
626,10/9/2023,8:26:14,24.71,7.98,13.034,1602,,,
627,10/9/2023,8:16:14,24.73,7.97,12.04,1602,,,
628,10/9/2023,8:11:14,24.98,7.92,12.15,1602,,,
629,10/9/2023,8:06:14,24.66,7.89,11.954,1602,,,
630,10/9/2023,8:01:14,24.56,7.91,12.058,1602,,,
631,10/9/2023,7:51:14,24.56,7.88,11.349,1602,,,
632,10/9/2023,7:46:14,24.78,7.87,11.43,1602,,,
633,10/9/2023,7:41:14,24.73,7.86,11.691,1602,,,
634,10/9/2023,7:36:14,24.64,7.83,11.867,1602,,,
635,10/9/2023,7:31:14,24.69,7.85,11.452,1602,,,
636,10/9/2023,7:26:14,24.73,7.83,11.524,1602,,,
637,10/9/2023,7:21:14,24.57,7.84,11.152,1602,,,
638,10/9/2023,7:11:14,24.53,7.83,11.743,1602,,,
639,10/9/2023,7:06:14,24.76,7.83,10.357,1602,,,
640,10/9/2023,7:01:14,24.85,7.84,10.831,1602,,,
641,10/9/2023,6:56:14,24.51,7.81,10.678,1602,,,
642,10/9/2023,6:46:14,24.69,7.83,10.926,1602,,,
643,10/9/2023,6:41:14,24.74,7.79,10.904,1602,,,
644,10/9/2023,6:36:14,24.71,7.81,10.4,1602,,,
645,10/9/2023,6:31:14,24.74,7.77,10.364,1602,,,
646,10/9/2023,6:26:14,24.6,7.79,10.685,1602,,,
647,10/9/2023,6:21:14,24.63,7.82,11.488,1602,,,
648,10/9/2023,6:16:14,24.54,7.81,10.992,1602,,,
649,10/9/2023,6:11:14,24.59,7.83,10.459,1602,,,
650,10/9/2023,6:01:14,24.72,7.83,11.05,1602,,,
651,10/9/2023,5:56:14,24.65,7.83,10.794,1602,,,
652,10/9/2023,5:51:14,24.63,7.83,11.261,1602,,,
653,10/9/2023,5:46:14,24.75,7.78,10.809,1602,,,
654,10/9/2023,5:41:14,24.73,7.86,10.853,1602,,,
655,10/9/2023,5:36:14,24.81,7.81,10.699,1602,,,
656,10/9/2023,5:31:14,24.75,7.79,10.977,1602,,,
657,10/9/2023,5:26:14,24.65,7.78,11.005,1602,,,
658,10/9/2023,5:21:14,24.84,7.78,10.422,1602,,,
659,10/9/2023,5:16:14,24.78,7.8,10.641,1602,,,
660,10/9/2023,5:11:14,24.65,7.77,10.058,1602,,,
661,10/9/2023,5:06:14,24.71,7.78,11.378,1602,,,
662,10/9/2023,5:01:14,24.66,7.82,10.51,1602,,,
663,10/9/2023,4:56:14,24.81,7.82,10.532,1602,,,
664,10/9/2023,4:46:14,24.71,7.84,10.218,1602,,,
665,10/9/2023,4:41:14,24.63,7.82,10.466,1602,,,
666,10/9/2023,4:36:14,24.64,7.8,11.342,1602,,,
667,10/9/2023,4:31:14,24.72,7.82,10.831,1602,,,
668,10/9/2023,4:26:14,24.67,7.83,10.845,1602,,,
669,10/9/2023,4:21:14,24.75,7.81,10.896,1602,,,
670,10/9/2023,4:11:14,24.71,7.81,10.24,1602,,,
671,10/9/2023,4:06:14,24.64,7.84,11.341,1602,,,
672,10/9/2023,4:01:14,24.65,7.82,11.05,1602,,,
673,10/9/2023,3:56:14,24.73,7.78,10.32,1602,,,
674,10/9/2023,3:51:14,24.72,7.79,10.378,1602,,,
675,10/9/2023,3:46:14,24.62,7.81,11.196,1602,,,
676,10/9/2023,3:41:14,24.79,7.82,11.254,1602,,,
677,10/9/2023,3:36:14,24.64,7.82,10.948,1602,,,
678,10/9/2023,3:31:14,24.73,7.83,10.765,1602,,,
679,10/9/2023,3:26:14,24.94,7.82,10.713,1602,,,
680,10/9/2023,3:21:14,24.51,7.8,10.699,1602,,,
681,10/9/2023,3:16:14,24.64,7.83,10.744,1602,,,
682,10/9/2023,3:11:14,24.65,7.79,9.97,1602,,,
683,10/9/2023,3:06:14,24.73,7.83,10.43,1602,,,
684,10/9/2023,3:01:14,24.71,7.82,11.159,1602,,,
685,10/9/2023,2:56:14,24.66,7.77,10.546,1602,,,
686,10/9/2023,2:51:14,24.74,7.81,10.867,1602,,,
687,10/9/2023,2:46:14,24.69,7.8,10.714,1602,,,
688,10/9/2023,2:41:14,24.92,7.81,10.867,1602,,,
689,10/9/2023,2:31:14,24.29,7.83,8.146,1602,,,
690,10/9/2023,2:26:14,24.63,7.82,10.685,1602,,,
691,10/9/2023,2:21:14,24.87,7.85,10.663,1602,,,
692,10/9/2023,2:16:14,24.65,7.8,10.503,1602,,,
693,10/9/2023,2:11:14,24.95,7.82,10.633,1602,,,
694,10/9/2023,2:06:14,24.7,7.83,10.684,1602,,,
695,10/9/2023,2:01:14,24.54,7.82,11.729,1602,,,
696,10/9/2023,1:56:14,24.74,7.83,11.013,1602,,,
697,10/9/2023,1:51:14,24.77,7.83,10.984,1602,,,
698,10/9/2023,1:46:14,24.96,7.82,11.086,1602,,,
699,10/9/2023,1:41:14,24.88,7.82,10.488,1602,,,
700,10/9/2023,1:31:14,24.61,7.83,10.7,1602,,,
701,10/9/2023,1:26:14,24.79,7.83,11.079,1602,,,
702,10/9/2023,1:21:14,24.5,7.79,10.672,1602,,,
703,10/9/2023,1:16:14,24.61,7.83,10.933,1602,,,
704,10/9/2023,1:11:14,24.72,7.83,10.867,1602,,,
705,10/9/2023,1:01:14,24.78,7.83,11.4,1602,,,
706,10/9/2023,0:56:14,24.71,7.85,11.407,1602,,,
707,10/9/2023,0:51:14,24.8,7.83,10.35,1602,,,
708,10/9/2023,0:46:14,24.71,7.85,10.787,1602,,,
709,10/9/2023,0:41:14,24.78,7.81,11.283,1602,,,
710,10/9/2023,0:36:14,24.71,7.84,11.29,1602,,,
711,10/9/2023,0:31:14,24.68,7.86,10.612,1602,,,
712,10/9/2023,0:26:14,24.72,7.82,10.816,1602,,,
713,10/9/2023,0:21:14,24.65,7.83,10.35,1602,,,
714,10/9/2023,0:16:14,24.73,7.83,11.137,1602,,,
715,10/9/2023,0:11:14,24.62,7.83,10.597,1602,,,
716,10/9/2023,0:01:14,24.74,7.83,11.042,1595,,,
717,9/9/2023,23:51:14,24.75,7.82,8.722,1602,,,
718,9/9/2023,23:46:14,24.7,7.86,10.524,1602,,,
719,9/9/2023,23:41:14,24.88,7.83,10.583,1602,,,
720,9/9/2023,23:36:14,24.81,7.86,10.116,1602,,,
721,9/9/2023,23:31:14,24.71,7.86,10.925,1602,,,
722,9/9/2023,23:26:14,24.73,7.81,9.773,1595,,,
723,9/9/2023,23:21:14,24.47,7.85,11.758,1602,,,
724,9/9/2023,23:16:14,24.73,7.83,11.174,1595,,,
725,9/9/2023,23:11:14,24.67,7.85,11.394,1602,,,
726,9/9/2023,23:06:14,24.75,7.81,11.341,1595,,,
727,9/9/2023,23:01:14,24.88,7.87,11.202,1595,,,
728,9/9/2023,22:56:14,24.65,7.83,10.32,1595,,,
729,9/9/2023,22:51:14,24.76,7.86,11.101,1595,,,
730,9/9/2023,22:46:14,24.8,7.88,10.744,1595,,,
731,9/9/2023,22:41:14,24.72,7.84,10.868,1595,,,
732,9/9/2023,22:36:14,24.7,7.85,10.816,1595,,,
733,9/9/2023,22:31:14,24.69,7.83,10.642,1595,,,
734,9/9/2023,22:26:14,24.77,7.85,10.904,1595,,,
735,9/9/2023,22:21:14,24.53,7.85,10.817,1595,,,
736,9/9/2023,22:16:14,24.74,7.83,11.101,1595,,,
737,9/9/2023,22:11:14,24.79,7.85,11.4,1595,,,
738,9/9/2023,22:01:14,24.71,7.87,10.284,1595,,,
739,9/9/2023,21:56:14,24.78,7.85,11.203,1595,,,
740,9/9/2023,21:51:14,24.77,7.85,11.494,1590,,,
741,9/9/2023,21:41:14,24.8,7.85,11.145,1595,,,
742,9/9/2023,21:36:14,24.83,7.86,11.057,1595,,,
743,9/9/2023,21:31:14,24.84,7.85,10.882,1601,,,
744,9/9/2023,21:26:14,24.77,7.86,10.911,1595,,,
745,9/9/2023,21:21:14,24.74,7.89,10.357,1595,,,
746,9/9/2023,21:11:14,24.7,7.88,10.889,1595,,,
747,9/9/2023,21:06:14,24.8,7.9,11.414,1595,,,
748,9/9/2023,21:01:14,24.76,7.89,10.152,1595,,,
749,9/9/2023,20:56:14,24.89,7.89,10.181,1595,,,
750,9/9/2023,20:51:14,24.88,7.91,7.613,1595,,,
751,9/9/2023,20:46:14,24.8,7.89,10.969,1595,,,
752,9/9/2023,20:41:14,24.97,7.87,11.297,1595,,,
753,9/9/2023,20:36:14,24.7,7.91,10.554,1595,,,
754,9/9/2023,20:31:14,24.92,7.9,10.538,1595,,,
755,9/9/2023,20:21:14,24.58,7.91,10.583,1595,,,
756,9/9/2023,20:16:14,24.69,7.92,10.729,1595,,,
757,9/9/2023,20:11:14,24.88,7.96,11.224,1595,,,
758,9/9/2023,20:06:14,24.77,7.92,11.32,1595,,,
759,9/9/2023,20:01:14,24.86,7.92,11.05,1590,,,
760,9/9/2023,19:56:14,24.8,7.92,11.044,1595,,,
761,9/9/2023,19:51:14,24.44,7.91,11.245,1590,,,
762,9/9/2023,19:46:14,24.79,7.94,11.436,1595,,,
763,9/9/2023,19:36:14,24.66,7.95,11.495,1595,,,
764,9/9/2023,19:31:14,25.19,7.99,11.347,1595,,,
765,9/9/2023,19:26:14,24.51,7.95,9.847,1590,,,
766,9/9/2023,19:21:14,24.72,7.97,10.991,1595,,,
767,9/9/2023,19:11:14,24.9,7.98,11.253,1595,,,
768,9/9/2023,19:06:14,24.99,7.96,11.108,1595,,,
769,9/9/2023,19:01:14,24.75,7.98,10.649,1595,,,
770,9/9/2023,18:56:14,24.79,8.02,11.13,1595,,,
771,9/9/2023,18:51:14,24.73,8,10.78,1595,,,
772,9/9/2023,18:46:14,24.87,8.03,9.794,1595,,,
773,9/9/2023,18:41:14,24.85,8,9.751,1590,,,
774,9/9/2023,18:36:14,24.79,8,11.115,1595,,,
775,9/9/2023,18:31:14,24.85,8.04,10.699,1595,,,
776,9/9/2023,18:26:14,24.82,8.05,11.1,1595,,,
777,9/9/2023,18:21:14,24.74,8.05,11.677,1595,,,
778,9/9/2023,18:16:14,25,8.1,11.537,1595,,,
779,9/9/2023,18:11:14,24.81,8.11,11.502,1595,,,
780,9/9/2023,18:06:14,24.8,8.12,11.364,1595,,,
781,9/9/2023,18:01:14,24.86,8.16,10.641,1595,,,
782,9/9/2023,17:51:14,24.87,8.12,11.086,1595,,,
783,9/9/2023,17:46:14,24.65,8.15,11.276,1595,,,
784,9/9/2023,17:41:14,24.84,8.19,10.619,1595,,,
785,9/9/2023,17:36:14,24.71,8.17,11.101,1595,,,
786,9/9/2023,17:31:14,24.81,8.19,11.472,1595,,,
787,9/9/2023,17:26:14,24.73,8.2,11.932,1595,,,
788,9/9/2023,17:21:14,25.3,8.25,11.48,1595,,,
789,9/9/2023,17:16:14,24.8,8.23,11.853,1595,,,
790,9/9/2023,17:11:14,24.71,8.22,11.144,1595,,,
791,9/9/2023,17:06:14,24.79,8.28,12.268,1595,,,
792,9/9/2023,17:01:14,24.86,8.25,12.428,1595,,,
793,9/9/2023,16:56:14,24.76,8.27,11.932,1595,,,
794,9/9/2023,16:51:14,24.76,8.29,11.598,1590,,,
795,9/9/2023,16:46:14,24.73,8.27,11.874,1590,,,
796,9/9/2023,16:41:14,24.94,8.32,12.268,1595,,,
797,9/9/2023,16:36:14,24.97,8.32,11.523,1595,,,
798,9/9/2023,16:26:14,24.87,8.35,12.821,1595,,,
799,9/9/2023,16:21:14,24.87,8.36,12.989,1595,,,
800,9/9/2023,16:16:14,24.78,8.36,12.742,1590,,,
801,9/9/2023,16:11:13,24.9,8.35,12.603,1595,,,
802,9/9/2023,16:06:14,24.84,8.34,12.758,1595,,,
803,9/9/2023,16:01:14,24.9,8.37,12.789,1590,,,
804,9/9/2023,15:56:13,24.78,8.38,12.538,1595,,,
805,9/9/2023,15:51:14,24.82,8.36,11.443,1595,,,
806,9/9/2023,15:46:13,24.91,8.35,12.785,1595,,,
807,9/9/2023,15:41:14,24.8,8.4,12.465,1595,,,
808,9/9/2023,15:31:14,24.75,8.41,13.077,1595,,,
809,9/9/2023,15:26:13,24.81,8.41,12.472,1595,,,
810,9/9/2023,15:21:14,24.86,8.43,12.734,1595,,,
811,9/9/2023,15:16:14,24.83,8.37,12.931,1595,,,
812,9/9/2023,15:11:14,24.7,8.4,13.034,1595,,,
813,9/9/2023,15:01:14,24.85,8.45,13.673,1595,,,
814,9/9/2023,14:56:13,24.75,8.44,13.748,1595,,,
815,9/9/2023,14:51:14,24.89,8.42,13.012,1590,,,
816,9/9/2023,14:46:14,24.82,8.43,13.092,1590,,,
817,9/9/2023,14:36:14,24.95,8.43,13.906,1595,,,
818,9/9/2023,14:31:14,24.87,8.42,13.42,1595,,,
819,9/9/2023,14:26:14,24.64,8.4,14.384,1595,,,
820,9/9/2023,14:21:14,24.63,8.48,14,1595,,,
821,9/9/2023,14:16:13,24.64,8.4,13.406,1595,,,
822,9/9/2023,14:11:14,24.74,8.38,13.632,1595,,,
823,9/9/2023,14:06:13,24.84,8.41,13.923,1595,,,
824,9/9/2023,13:56:14,24.73,8.39,14.106,1595,,,
825,9/9/2023,13:51:14,24.85,8.38,14.456,1595,,,
826,9/9/2023,13:41:14,24.71,8.36,13.902,1595,,,
827,9/9/2023,13:36:13,24.84,8.33,13.121,1595,,,
828,9/9/2023,13:31:14,24.73,8.34,13.537,1595,,,
829,9/9/2023,13:26:14,24.71,8.3,13.503,1590,,,
830,9/9/2023,13:21:14,24.43,8.3,13.742,1590,,,
831,9/9/2023,13:16:14,25.02,8.28,13.164,1595,,,
832,9/9/2023,13:11:14,24.75,8.25,13.479,1590,,,
833,9/9/2023,13:06:14,24.59,8.26,12.947,1595,,,
834,9/9/2023,13:01:14,24.68,8.24,13.391,1595,,,
835,9/9/2023,12:56:14,24.6,8.25,12.925,1595,,,
836,9/9/2023,12:51:14,24.68,8.21,13.034,1595,,,
837,9/9/2023,12:46:14,24.66,8.23,13.078,1595,,,
838,9/9/2023,12:41:14,24.62,8.23,12.691,1595,,,
839,9/9/2023,12:36:14,24.47,8.2,13.056,1595,,,
840,9/9/2023,12:31:14,24.62,8.22,13.596,1595,,,
841,9/9/2023,12:26:14,24.62,8.2,13.063,1595,,,
842,9/9/2023,12:21:14,24.8,8.13,13.311,1595,,,
843,9/9/2023,12:16:14,24.73,8.14,12.916,1595,,,
844,9/9/2023,12:11:14,24.57,8.12,13.326,1595,,,
845,9/9/2023,12:06:14,24.67,8.14,12.107,1595,,,
846,9/9/2023,12:01:14,24.62,8.1,13.122,1595,,,
